chr	pos
chrX	1935417
chrX	3123230
chrX	3655372
chrX	9234300
chrX	13751533
chrX	4217014
chrX	1795860
chrX	792480
chrX	3780877
chrX	6772510
chrX	7273053
chrX	481045
chrX	5978908
chrX	202019
chrX	5103910
chrX	2041721
chrX	2569061
chrX	8364787
chrX	874263
chrX	2725663
chrX	11140387
chrX	4206754
chrX	4280059
chrX	3511535
chrX	3918879
chrX	5615270
chrX	7718951
chrX	756096
chrX	7300035
chrX	3938571
chrX	1381259
chrX	1961098
chrX	748282
chrX	2041721
chrX	1530514
chrX	2283805
chrX	5030978
chrX	14741809
chrX	4646426
chrX	9816593
chrX	997286
chrX	3258707
chrX	5257815
chrX	12185568
chrX	62759
chrX	315342
chrX	5722771
chrX	10667500
chrX	9843544
chrX	493121
chrX	10444942
chrX	5378392
chrX	12799867
chrX	9448120
chrX	7311757
chrX	16895320
chrX	4249589
chrX	6054019
chrX	5213576
chrX	6325367
chrX	3182299
chrX	2433092
chrX	2245650
chrX	485354
chrX	4136181
chrX	4359042
chrX	7599105
chrX	2634309
chrX	10023821
chrX	4302379
chrX	6145130
chrX	1561384
chrX	133933
chrX	11950344
chrX	5407035
chrX	2255162
chrX	2400839
chrX	1174482
chrX	9617123
chrX	10023821
chrX	1912169
chrX	608276
chrX	351063
chrX	217998
chrX	1857294
chrX	659499
chrX	477259
chrX	5746819
chrX	9462493
chrX	10280287
chrX	69441
chrX	5586795
chrX	481983
chrX	2150533
chrX	4018156
chrX	17445144
chrX	5113365
chrX	516241
chrX	7063236
chrX	11632117
chrX	11019318
chrX	6292045
chrX	854
chrX	2136823
chrX	9300970
chrX	4801814
chrX	11077628
chrX	7071572
chrX	4689186
chrX	1743605
chrX	14219907
chrX	3182299
chrX	4124750
chrX	10466124
chrX	14350896
chrX	393218
chrX	582452
chrX	2069910
chrX	2683962
chrX	11399754
chrX	62759
chrX	1290308
chrX	1577491
chrX	351063
chrX	14146782
chrX	5012232
chrX	2211236
chrX	5926948
chrX	3009577
chrX	5241285
chrX	9569461
chrX	14146782
chrX	4033034
chrX	915260
chrX	3086178
chrX	8769205
chrX	5601448
chrX	516241
chrX	2397479
chrX	267356
chrX	6033704
chrX	7905854
chrX	4300390
chrX	2920312
chrX	5434445
chrX	4292364
chrX	1809165
chrX	12118865
chrX	10840947
chrX	3349072
chrX	13984219
chrX	7873475
chrX	8819307
chrX	9172056
chrX	4701377
chrX	9172056
chrX	1460333
chrX	2718779
chrX	8356142
chrX	3693962
chrX	7707991
chrX	2602858
chrX	2474245
chrX	41713
chrX	3866486
chrX	351574
chrX	633655
chrX	11851925
chrX	1723062
chrX	9487585
chrX	2641708
chrX	3354980
chrX	12524489
chrX	5241285
chrX	2004186
chrX	9992903
chrX	12525358
chrX	554724
chrX	5817692
chrX	894806
chrX	6529576
chrX	1547305
chrX	9988208
chrX	3085837
chrX	11803442
chrX	10245192
chrX	4416571
chrX	756096
chrX	8356142
chrX	2066022
chrX	5612886
chrX	6458026
chrX	3332305
chrX	3270469
chrX	8132698
chrX	8428323
chrX	6806564
chrX	3749665
chrX	12219435
chrX	2223461
chrX	493121
chrX	1577643
chrX	4672448
chrX	2708228
chrX	8408937
chrX	16690514
chrX	2445157
chrX	632942
chrX	923935
chrX	3162251
chrX	3843002
chrX	217005
chrX	1056944
chrX	16029802
chrX	13384497
chrX	12165084
chrX	4922101
chrX	12547829
chrX	14575317
chrX	2004186
chrX	4953163
chrX	1033506
chrX	7371410
chrX	9326376
chrX	6972283
chrX	3672330
chrX	2228451
chrX	6993718
chrX	10284045
chrX	16247849
chrX	6543318
chrX	7112955
chrX	11632117
chrX	311435
chrX	2683962
chrX	2664713
chrX	2326735
chrX	3270469
chrX	12346309
chrX	8324950
chrX	7764523
chrX	697445
chrX	2665272
chrX	166450
chrX	1579519
chrX	7599105
chrX	736520
chrX	897255
chrX	7997891
chrX	183980
chrX	1162417
chrX	6118227
chrX	2263807
chrX	15739033
chrX	3454796
chrX	142028
chrX	3801160
chrX	3505175
chrX	599250
chrX	2881350
chrX	211576
chrX	966696
chrX	13350424
chrX	2045263
chrX	7106034
chrX	6525709
chrX	42775
chrX	2641708
chrX	13829751
chrX	12459118
chrX	636551
chrX	4760493
chrX	5008311
chrX	5750825
chrX	2189333
chrX	3229456
chrX	10239142
chrX	4286400
chrX	14076729
chrX	694699
chrX	13159915
chrX	852393
chrX	2612737
chrX	4503544
chrX	430677
chrX	736520
chrX	2397058
chrX	4563627
chrX	14940414
chrX	1132265
chrX	12244655
chrX	5951625
chrX	11370880
chrX	6449409
chrX	2106065
chrX	4165041
chrX	8428323
chrX	12016592
chrX	7306544
chrX	6601890
chrX	7350762
chrX	4284853
chrX	6332572
chrX	758133
chrX	2576572
chrX	884544
chrX	2876504
chrX	11283479
chrX	1667916
chrX	2085373
chrX	5670458
chrX	6551011
chrX	7147747
chrX	3933645
chrX	4106885
chrX	3909344
chrX	7048942
chrX	9215708
chrX	1876877
chrX	7454462
chrX	1561384
chrX	6540816
chrX	860008
chrX	4895198
chrX	4284853
chrX	1102455
chrX	164038
chrX	2615381
chrX	1855415
chrX	2632196
chrX	4501163
chrX	14204414
chrX	8542178
chrX	3132540
chrX	830732
chrX	2610774
chrX	12163360
chrX	2326735
chrX	14704780
chrX	14154536
chrX	10155041
chrX	2129406
chrX	1226069
chrX	3515971
chrX	8690782
chrX	6874638
chrX	7020669
chrX	4504398
chrX	6145130
chrX	6927753
chrX	2725217
chrX	6456389
chrX	1173511
chrX	3392724
chrX	1855415
chrX	3777764
chrX	1921209
chrX	10656810
chrX	1959898
chrX	6583419
chrX	10195490
chrX	8888504
chrX	14146782
chrX	5883606
chrX	756897
chrX	4979432
chrX	5708149
chrX	636507
chrX	11536413
chrX	2045263
chrX	1719190
chrX	2195039
chrX	9933507
chrX	2669617
chrX	7761881
chrX	7296499
chrX	1055552
chrX	4402879
chrX	2400839
chrX	2708228
chrX	10022032
chrX	8690782
chrX	1156566
chrX	223776
chrX	11639404
chrX	10828577
chrX	18515902
chrX	8530707
chrX	1710846
chrX	1744093
chrX	7520732
chrX	372635
chrX	10003830
chrX	835674
chrX	2516840
chrX	4841800
chrX	2373645
chrX	10220891
chrX	2765554
chrX	5359332
chrX	4012736
chrX	7821277
chrX	11055538
chrX	4589913
chrX	9326376
chrX	3439872
chrX	2683962
chrX	5337064
chrX	2049311
chrX	5435384
chrX	2300039
chrX	10946998
chrX	12404349
chrX	2070452
chrX	3364694
chrX	4531243
chrX	3025203
chrX	3030214
chrX	349847
chrX	12564780
chrX	2013698
chrX	5417468
chrX	2150819
chrX	10328465
chrX	7407516
chrX	2248282
chrX	7541544
chrX	15701539
chrX	3693962
chrX	7033591
chrX	3805178
chrX	4556975
chrX	695140
chrX	2331860
chrX	14476758
chrX	3444666
chrX	7078727
chrX	5584480
chrX	734848
chrX	7323402
chrX	13319832
chrX	268491
chrX	3564457
chrX	4988686
chrX	2665272
chrX	4492258
chrX	5907539
chrX	3383427
chrX	9448120
chrX	10201828
chrX	1415281
chrX	1432293
chrX	1645756
chrX	14409220
chrX	4228009
chrX	990049
chrX	11701828
chrX	2411200
chrX	1545086
chrX	1443950
chrX	6663698
chrX	214345
chrX	2249368
chrX	11010023
chrX	11192772
chrX	7340218
chrX	3123101
chrX	5102484
chrX	8276070
chrX	12421300
chrX	12016592
chrX	2484428
chrX	12880490
chrX	218781
chrX	9901838
chrX	2664386
chrX	124275
chrX	7707991
chrX	2022281
chrX	5587708
chrX	3297190
chrX	7425363
chrX	2733880
chrX	5845794
chrX	11811786
chrX	4565190
chrX	2088463
chrX	13260762
chrX	3970799
chrX	395245
chrX	9579142
chrX	769560
chrX	9140872
chrX	756897
chrX	10135526
chrX	8766019
chrX	594261
chrX	728231
chrX	2665027
chrX	12265686
chrX	12924142
chrX	9950576
chrX	14245043
chrX	1173548
chrX	8776091
chrX	6053510
chrX	2906177
chrX	11356580
chrX	4402879
chrX	4466417
chrX	1145947
chrX	4359042
chrX	56754
chrX	7474038
chrX	3778473
chrX	5746819
chrX	9111430
chrX	4022183
chrX	4979432
chrX	4168485
chrX	7839350
chrX	108812
chrX	11574578
chrX	290711
chrX	762285
chrX	16764650
chrX	8428323
chrX	5050990
chrX	3679088
chrX	7485952
chrX	6024920
chrX	7003110
chrX	12128484
chrX	4026453
chrX	185189
chrX	1525101
chrX	1645756
chrX	1235801
chrX	12799867
chrX	3566176
chrX	6216647
chrX	6029407
chrX	3749546
chrX	8498720
chrX	10382767
chrX	1701918
chrX	128525
chrX	8753987
chrX	7033591
chrX	16650108
chrX	18515902
chrX	3067596
chrX	3235020
chrX	14748113
chrX	11436853
chrX	268910
chrX	2070764
chrX	6699532
chrX	8782089
chrX	1574972
chrX	5007015
chrX	2245650
chrX	5898036
chrX	6404751
chrX	12890769
chrX	3007300
chrX	8445169
chrX	7715728
chrX	4002584
chrX	10519026
chrX	14497301
chrX	16895320
chrX	11285212
chrX	10356189
chrX	8440962
chrX	2755730
chrX	4761301
chrX	3105577
chrX	3779327
chrX	516241
chrX	1927866
chrX	1932994
chrX	4501163
chrX	1506040
chrX	8608317
chrX	6756325
chrX	3420132
chrX	14859493
chrX	1626857
chrX	228795
chrX	1525101
chrX	2269307
chrX	659499
chrX	11743807
chrX	1959898
chrX	6542217
chrX	3925867
chrX	11055538
chrX	8786231
chrX	4895198
chrX	8186809
chrX	6861233
chrX	6698579
chrX	2023905
chrX	6404305
chrX	6049074
chrX	2422927
chrX	1210095
chrX	4628344
chrX	741867
chrX	2453019
chrX	1415281
chrX	9406289
chrX	3540660
chrX	2757070
chrX	11854716
chrX	4672235
chrX	2337398
chrX	471364
chrX	2430399
chrX	20543
chrX	1121994
chrX	14258760
chrX	1087982
chrX	4360737
chrX	11105050
chrX	7131962
chrX	5193492
chrX	8817804
chrX	9629762
chrX	3714810
chrX	8690782
chrX	4615122
chrX	5417494
chrX	5253023
chrX	4124540
chrX	15575769
chrX	1796254
chrX	6070025
chrX	456446
chrX	2228451
chrX	7339294
chrX	9409782
chrX	4922101
chrX	1960752
chrX	4169257
chrX	16048374
chrX	10442171
chrX	311435
chrX	4359042
chrX	1577365
chrX	3833829
chrX	2438883
chrX	3091244
chrX	4424979
chrX	9057656
chrX	1078099
chrX	3714810
chrX	1853011
chrX	6460825
chrX	5673963
chrX	3266667
chrX	9255296
chrX	3175563
chrX	3930771
chrX	5739225
chrX	3456904
chrX	1254533
chrX	4301525
chrX	204806
chrX	593577
chrX	1892836
chrX	6057403
chrX	9676692
chrX	2274845
chrX	3880193
chrX	5008311
chrX	473100
chrX	10828577
chrX	5005910
chrX	9682039
chrX	493121
chrX	8832779
chrX	5055367
chrX	1248246
chrX	5504553
chrX	3786248
chrX	13874206
chrX	3575488
chrX	8525473
chrX	13159915
chrX	5762890
chrX	8690782
chrX	13335951
chrX	9752785
chrX	593577
chrX	11716606
chrX	1415342
chrX	881160
chrX	5189275
chrX	10274282
chrX	4416571
chrX	3780877
chrX	4076227
chrX	3270869
chrX	1615346
chrX	7714022
chrX	6660724
chrX	3256893
chrX	2994613
chrX	15458814
chrX	10294629
chrX	9752785
chrX	1381259
chrX	4537240
chrX	8440061
chrX	7485952
chrX	56754
chrX	9992903
chrX	383455
chrX	8087404
chrX	5896317
chrX	477259
chrX	7884859
chrX	8663716
chrX	2365588
chrX	1615346
chrX	6756325
chrX	728252
chrX	1577365
chrX	2230008
chrX	8498720
chrX	2171626
chrX	534181
chrX	1824236
chrX	6550474
chrX	12219435
chrX	840187
chrX	4113279
chrX	8899028
chrX	2602858
chrX	14476758
chrX	6634955
chrX	8933229
chrX	2450971
chrX	6544152
chrX	3612071
chrX	185193
chrX	11590404
chrX	3392724
chrX	9001767
chrX	5926948
chrX	5414702
chrX	1868368
chrX	10801565
chrX	10896199
chrX	1919460
chrX	7662197
chrX	6460825
chrX	4848508
chrX	1254533
chrX	4996246
chrX	6182035
chrX	1415342
chrX	4770926
chrX	9032544
chrX	2724998
chrX	3118317
chrX	6986018
chrX	4926253
chrX	15841513
chrX	6235132
chrX	3402849
chrX	1620140
chrX	273704
chrX	6416541
chrX	1434605
chrX	5890551
chrX	10194922
chrX	946174
chrX	5879464
chrX	10610485
chrX	2365191
chrX	9779172
chrX	1871788
chrX	11402589
chrX	16247849
chrX	2716605
chrX	10965223
chrX	8797379
chrX	7298949
chrX	2788806
chrX	11049526
chrX	582452
chrX	10786382
chrX	2248282
chrX	1018963
chrX	4249589
chrX	10297402
chrX	2537396
chrX	6539860
chrX	4437263
chrX	1392519
chrX	9626787
chrX	2641708
chrX	5848893
chrX	4008076
chrX	5060771
chrX	741867
chrX	5492815
chrX	8516413
chrX	396005
chrX	4855602
chrX	11976200
chrX	3567047
chrX	2106065
chrX	6874638
chrX	6874806
chrX	2804373
chrX	14083167
chrX	3534806
chrX	721916
chrX	5729179
chrX	4842276
chrX	6601890
chrX	14572
chrX	80623
chrX	1629063
chrX	133933
chrX	548290
chrX	11285212
chrX	9192443
chrX	7351834
chrX	2528080
chrX	3538960
chrX	1442779
chrX	6693492
chrX	13911551
chrX	3493493
chrX	9342963
chrX	2483311
chrX	14142563
chrX	2483311
chrX	3974715
chrX	12378526
chrX	478985
chrX	6962554
chrX	1801419
chrX	9569461
chrX	2641708
chrX	6460825
chrX	4243625
chrX	11929801
chrX	6758314
chrX	1326305
chrX	5739225
chrX	2593553
chrX	2610369
chrX	6602995
chrX	395965
chrX	10628647
chrX	1419439
chrX	7917756
chrX	1932994
chrX	4592627
chrX	2069910
chrX	1081651
chrX	8313212
chrX	6217501
chrX	9242361
chrX	3850148
chrX	6940009
chrX	5034039
chrX	10820137
chrX	171989
chrX	3638994
chrX	7584883
chrX	9565045
chrX	3857391
chrX	10861616
chrX	828122
chrX	9526192
chrX	1055552
chrX	6883290
chrX	6502439
chrX	2167505
chrX	14940414
chrX	3814616
chrX	62759
chrX	2920312
chrX	1078099
chrX	325817
chrX	6748209
chrX	8106980
chrX	6171517
chrX	12389961
chrX	8304313
chrX	4940825
chrX	4113279
chrX	671237
chrX	1460333
chrX	4297557
chrX	3807970
chrX	3591260
chrX	5883606
chrX	6004749
chrX	4260136
chrX	2255162
chrX	5828602
chrX	1331250
chrX	8394995
chrX	3981346
chrX	3714810
chrX	7520732
chrX	6903138
chrX	5239777
chrX	13352902
chrX	6261243
chrX	3297190
chrX	2917915
chrX	256494
chrX	475018
chrX	9300116
chrX	6659823
chrX	14222986
chrX	2637272
chrX	1173548
chrX	1836264
chrX	6033704
chrX	10313780
chrX	14258760
chrX	2869887
chrX	7381433
chrX	4529462
chrX	2522587
chrX	457917
chrX	10769181
chrX	6938563
chrX	4158073
chrX	6548497
chrX	8819307
chrX	475849
chrX	2821371
chrX	6004749
chrX	14122020
chrX	5153948
chrX	10248294
chrX	211576
chrX	7438274
chrX	6791390
chrX	2107340
chrX	7327982
chrX	15308321
chrX	4845841
chrX	10164288
chrX	2214311
chrX	4480564
chrX	131022
chrX	5257815
chrX	7809645
chrX	11219840
chrX	8001777
chrX	2134200
chrX	9976282
chrX	6869717
chrX	9140872
chrX	1855415
chrX	2483311
chrX	4452462
chrX	3108005
chrX	11039679
chrX	3091244
chrX	5601448
chrX	6543318
chrX	936005
chrX	8132698
chrX	7070180
chrX	7527142
chrX	11192772
chrX	10304588
chrX	3445779
chrX	14744114
chrX	7339294
chrX	2283805
chrX	4501163
chrX	1253761
chrX	5391283
chrX	1253761
chrX	4242078
chrX	267356
chrX	636507
chrX	11102815
chrX	6416541
chrX	6926471
chrX	665080
chrX	4822195
chrX	845735
chrX	5257815
chrX	13411934
chrX	4444407
chrX	2788806
chrX	3814616
chrX	2310631
chrX	11066533
chrX	8132698
chrX	3523068
chrX	11888807
chrX	470501
chrX	2246678
chrX	6989515
chrX	8382034
chrX	7923757
chrX	11823430
chrX	6861233
chrX	4741060
chrX	11006454
chrX	1256013
chrX	2403805
chrX	2680098
chrX	828122
chrX	15739033
chrX	8464888
chrX	11404099
chrX	4178254
chrX	9976282
chrX	8899028
chrX	1827456
chrX	15100785
chrX	490709
chrX	1768500
chrX	6927753
chrX	9680838
chrX	629982
chrX	10175233
chrX	13323521
chrX	2716605
chrX	3918879
chrX	4020724
chrX	12459118
chrX	11644198
chrX	2286569
chrX	7290014
chrX	4702946
chrX	1441668
chrX	14639329
chrX	2586638
chrX	6844936
chrX	1723062
chrX	14744114
chrX	8430158
chrX	4937218
chrX	7466376
chrX	12459118
chrX	249403
chrX	3714810
chrX	2924402
chrX	7466527
chrX	5865370
chrX	758133
chrX	3143272
chrX	2582672
chrX	1723062
chrX	15841513
chrX	1296462
chrX	4175062
chrX	6930959
chrX	8116281
chrX	11285212
chrX	9032544
chrX	5435384
chrX	14599781
chrX	895970
chrX	4770869
chrX	3975708
chrX	789035
chrX	2814823
chrX	9423586
chrX	3202476
chrX	3071927
chrX	6209726
chrX	276931
chrX	1413721
chrX	5172859
chrX	2564877
chrX	1894266
chrX	1561384
chrX	2751385
chrX	3509982
chrX	4428450
chrX	5241285
chrX	4438306
chrX	12095480
chrX	1827456
chrX	1449845
chrX	6732778
chrX	936005
chrX	2365191
chrX	4352520
chrX	3937723
chrX	13460535
chrX	4537240
chrX	3759339
chrX	3177282
chrX	2488611
chrX	6768074
chrX	8832779
chrX	158052
chrX	854925
chrX	7825902
chrX	4284763
chrX	4143758
chrX	5423018
chrX	9342963
chrX	485915
chrX	3266667
chrX	10931057
chrX	11715965
chrX	5696206
chrX	157702
chrX	4424979
chrX	10628647
chrX	6456389
chrX	7917756
chrX	2365588
chrX	1298575
chrX	4758703
chrX	4646426
chrX	4531243
chrX	1321867
chrX	4501163
chrX	2279447
chrX	5958835
chrX	6404305
chrX	6363304
chrX	599250
chrX	6926471
chrX	2615381
chrX	12448789
chrX	1173548
chrX	5418746
chrX	4343807
chrX	4359042
chrX	10828577
chrX	6140178
chrX	7407516
chrX	1608402
chrX	828122
chrX	745259
chrX	8290220
chrX	14427792
chrX	1061951
chrX	7711062
chrX	844901
chrX	6713151
chrX	8987940
chrX	11929801
chrX	6880549
chrX	4693715
chrX	8238089
chrX	5668124
chrX	7353996
chrX	3822698
chrX	71369
chrX	1772550
chrX	6024920
chrX	7513790
chrX	6212053
chrX	3620970
chrX	7705127
chrX	7272199
chrX	3607655
chrX	1546802
chrX	4008076
chrX	490709
chrX	6717942
chrX	3385355
chrX	997286
chrX	13319126
chrX	3477118
chrX	3996011
chrX	431701
chrX	11715965
chrX	12003349
chrX	14083167
chrX	5200702
chrX	11913108
chrX	8440962
chrX	15636707
chrX	3021576
chrX	429009
chrX	4181739
chrX	218781
chrX	332589
chrX	6924987
chrX	5828602
chrX	6542217
chrX	3547604
chrX	10527084
chrX	6480210
chrX	10667500
chrX	1652488
chrX	4758703
chrX	4180223
chrX	11322633
chrX	659813
chrX	4774488
chrX	4444951
chrX	4602611
chrX	1888739
chrX	4739724
chrX	10788798
chrX	3202476
chrX	12346482
chrX	13829751
chrX	2091423
chrX	12799867
chrX	86255
chrX	13954829
chrX	6444488
chrX	7290014
chrX	15701539
chrX	342598
chrX	13079443
chrX	5239777
chrX	10774128
chrX	1961098
chrX	8518018
chrX	1867623
chrX	3861045
chrX	5140598
chrX	2792489
chrX	7974510
chrX	7323732
chrX	3655372
chrX	3943365
chrX	2438883
chrX	3943365
chrX	199773
chrX	8563426
chrX	1405969
chrX	11851925
chrX	6253283
chrX	9901838
chrX	914363
chrX	4602611
chrX	7459488
chrX	2129406
chrX	10688043
chrX	9712177
chrX	2491710
chrX	3909344
chrX	3788689
chrX	480809
chrX	7555503
chrX	16362391
chrX	11270278
chrX	7182868
chrX	792480
chrX	9286034
chrX	12437097
chrX	2615381
chrX	14204281
chrX	4526317
chrX	6328573
chrX	358986
chrX	6904764
chrX	1341053
chrX	2403805
chrX	3714810
chrX	6877189
chrX	100602
chrX	2901704
chrX	2903972
chrX	2214311
chrX	2881350
chrX	10501050
chrX	5891202
chrX	14748113
chrX	3938571
chrX	9257421
chrX	4285229
chrX	6709768
chrX	5746130
chrX	4388661
chrX	4790076
chrX	3484632
chrX	2192219
chrX	7653713
chrX	2804373
chrX	10628647
chrX	881160
chrX	3564457
chrX	1894266
chrX	11909048
chrX	2365588
chrX	3545706
chrX	13217352
chrX	3336198
chrX	10150338
chrX	8399249
chrX	136740
chrX	12488510
chrX	100602
chrX	6993718
chrX	8525473
chrX	6601890
chrX	3814616
chrX	2263588
chrX	15898034
chrX	10729103
chrX	3454796
chrX	10442171
chrX	1165027
chrX	2622571
chrX	2933456
chrX	1912402
chrX	10466124
chrX	46009
chrX	2521135
chrX	15697311
chrX	3738165
chrX	12325766
chrX	4219525
chrX	4289634
chrX	1972132
chrX	629982
chrX	349847
chrX	6458026
chrX	6208938
chrX	7438274
chrX	202873
chrX	9781161
chrX	4541698
chrX	5509361
chrX	2503326
chrX	7825902
chrX	1603608
chrX	1764311
chrX	4693715
chrX	16733444
chrX	2547667
chrX	2177056
chrX	233953
chrX	9654717
chrX	6550701
chrX	3167105
chrX	4192713
chrX	3655372
chrX	1608402
chrX	931602
chrX	14748113
chrX	12606493
chrX	8760511
chrX	4280059
chrX	276931
chrX	1023434
chrX	2924402
chrX	9617296
chrX	223776
chrX	3736443
chrX	7158007
chrX	650265
chrX	5883606
chrX	6655723
chrX	17389780
chrX	1546802
chrX	1262301
chrX	12190004
chrX	8819307
chrX	13888146
chrX	3618697
chrX	8139919
chrX	6874638
chrX	11539333
chrX	5938761
chrX	10107832
chrX	1588469
chrX	6690601
chrX	3779327
chrX	14225568
chrX	9978768
chrX	9516305
chrX	3851914
chrX	610188
chrX	4315672
chrX	3127476
chrX	218781
chrX	8415538
chrX	13475107
chrX	4922101
chrX	4021561
chrX	13744523
chrX	7466527
chrX	9564213
chrX	133009
chrX	1547305
chrX	1920653
chrX	6865911
chrX	6007969
chrX	2712000
chrX	8883237
chrX	100602
chrX	6027022
chrX	4585680
chrX	5848893
chrX	128525
chrX	2226376
chrX	12547829
chrX	1415281
chrX	11446924
chrX	6703373
chrX	3162251
chrX	7070180
chrX	7296499
chrX	6085649
chrX	12287635
chrX	1658266
chrX	8382788
chrX	5434756
chrX	7108941
chrX	157702
chrX	2755730
chrX	13602495
chrX	4628998
chrX	5890551
chrX	2189333
chrX	218781
chrX	2583189
chrX	7584533
chrX	9351113
chrX	1335734
chrX	5655816
chrX	5670458
chrX	387006
chrX	8987940
chrX	10133364
chrX	12799359
chrX	4301525
chrX	8819307
chrX	633655
chrX	8464888
chrX	13871923
chrX	10974435
chrX	14076729
chrX	4140944
chrX	3857391
chrX	7146534
chrX	11470401
chrX	3654518
chrX	4280682
chrX	3186468
chrX	7584533
chrX	2521135
chrX	8786231
chrX	217005
chrX	3802780
chrX	7323402
chrX	3532078
chrX	14146782
chrX	4432886
chrX	9629762
chrX	7236968
chrX	1348848
chrX	6030501
chrX	11151059
chrX	6326313
chrX	7904775
chrX	2066022
chrX	16373177
chrX	477259
chrX	6772510
chrX	7008618
chrX	1795860
chrX	2578131
chrX	4868084
chrX	1546802
chrX	6662844
chrX	1240146
chrX	7880065
chrX	2317067
chrX	10641944
chrX	13588214
chrX	13079443
chrX	15701539
chrX	4346631
chrX	3114857
chrX	4568684
chrX	4192713
chrX	3452656
chrX	1629063
chrX	6631097
chrX	9072228
chrX	3566176
chrX	3090025
chrX	6497164
chrX	485354
chrX	8135082
chrX	5798949
chrX	1173511
chrX	5113365
chrX	840187
chrX	4334741
chrX	3564457
chrX	3021717
chrX	6672462
chrX	2566393
chrX	7894156
chrX	11174200
chrX	629982
chrX	6514780
chrX	452571
chrX	2472134
chrX	6325367
chrX	9899619
chrX	393218
chrX	4282452
chrX	12955488
chrX	1119044
chrX	3489283
chrX	2501300
chrX	2343598
chrX	2263588
chrX	6959092
chrX	13865542
chrX	1892836
chrX	2178698
chrX	228193
chrX	9320177
chrX	10788798
chrX	1133517
chrX	36232
chrX	4083527
chrX	7323402
chrX	12325766
chrX	6212053
chrX	4348591
chrX	2048848
chrX	4130390
chrX	1167909
chrX	10043099
chrX	14204414
chrX	4129067
chrX	6756325
chrX	2210037
chrX	1491325
chrX	1658266
chrX	13984219
chrX	6080413
chrX	5729179
chrX	9802485
chrX	3145672
chrX	6672462
chrX	1958074
chrX	452571
chrX	4243625
chrX	875800
chrX	10294629
chrX	2521135
chrX	5060771
chrX	7270011
chrX	6488686
chrX	645970
chrX	12525358
chrX	6030501
chrX	5145034
chrX	1577491
chrX	2945456
chrX	6487728
chrX	3270869
chrX	6449409
chrX	8484
chrX	7917756
chrX	14618786
chrX	990049
chrX	826162
chrX	6806564
chrX	845735
chrX	895970
chrX	6153445
chrX	8106980
chrX	10175233
chrX	5898036
chrX	4428450
chrX	2199999
chrX	16764650
chrX	6045390
chrX	3762736
chrX	12130113
chrX	2343970
chrX	4801814
chrX	835674
chrX	2230008
chrX	1760161
chrX	14844227
chrX	4432886
chrX	334295
chrX	7434769
chrX	1969308
chrX	5604604
chrX	2912764
chrX	3509982
chrX	14176977
chrX	4862819
chrX	3668724
chrX	7078727
chrX	9712177
chrX	4192713
chrX	3329081
chrX	7714522
chrX	3603910
chrX	14867137
chrX	4647024
chrX	12488510
chrX	6503600
chrX	11308650
chrX	10542047
chrX	2691590
chrX	4820406
chrX	4813873
chrX	1972847
chrX	6356706
chrX	3060448
chrX	1170050
chrX	7761243
chrX	3270469
chrX	3235020
chrX	1266533
chrX	11890948
chrX	5359332
chrX	4774488
chrX	14406709
chrX	12438494
chrX	8001149
chrX	3348749
chrX	8781572
chrX	253529
chrX	4248419
chrX	6090288
chrX	6494370
chrX	7003110
chrX	11509510
chrX	7357564
chrX	2724998
chrX	10814468
chrX	9678002
chrX	12052824
chrX	4149589
chrX	10667500
chrX	1678923
chrX	6741262
chrX	3091158
chrX	9487585
chrX	425897
chrX	1490231
chrX	1108831
chrX	7761881
chrX	10437735
chrX	4553763
chrX	605999
chrX	3780877
chrX	4979432
chrX	2353406
chrX	4260136
chrX	2641667
chrX	12437097
chrX	14705261
chrX	10259744
chrX	1108831
chrX	5828602
chrX	439617
chrX	2045263
chrX	1085535
chrX	2228451
chrX	3751054
chrX	1191294
chrX	4346631
chrX	13588214
chrX	2695279
chrX	6381808
chrX	7989436
chrX	3968013
chrX	1925694
chrX	10010341
chrX	11709283
chrX	3634558
chrX	10035796
chrX	3434785
chrX	748810
chrX	9527981
chrX	6511546
chrX	8373005
chrX	5450934
chrX	5805752
chrX	7473887
chrX	6397084
chrX	5890551
chrX	1486077
chrX	8961457
chrX	13384497
chrX	8125104
chrX	1894266
chrX	4770768
chrX	2486100
chrX	7294806
chrX	11370880
chrX	8760511
chrX	416745
chrX	12484525
chrX	278790
chrX	3819410
chrX	12955488
chrX	4509647
chrX	1133517
chrX	8498720
chrX	4677251
chrX	5040795
chrX	100602
chrX	6674749
chrX	5189275
chrX	4021561
chrX	354738
chrX	249452
chrX	6356706
chrX	536592
chrX	10095383
chrX	6177251
chrX	2048493
chrX	6391332
chrX	4568684
chrX	6378040
chrX	5189275
chrX	6345841
chrX	3463014
chrX	1876877
chrX	9063683
chrX	8099469
chrX	1889050
chrX	7285549
chrX	1912402
chrX	6569273
chrX	4749055
chrX	11803442
chrX	13892979
chrX	1824526
chrX	4856019
chrX	4615122
chrX	4018156
chrX	3532078
chrX	4499819
chrX	1780499
chrX	972586
chrX	4926253
chrX	8498720
chrX	4313837
chrX	1629063
chrX	2484199
chrX	7359345
chrX	8001777
chrX	3754547
chrX	3531474
chrX	3819410
chrX	8769205
chrX	1764784
chrX	3420213
chrX	9215708
chrX	9617296
chrX	10861616
chrX	10466124
chrX	14813484
chrX	4316102
chrX	11063313
chrX	745259
chrX	10998448
chrX	2335108
chrX	4097559
chrX	3930212
